Date;VES1;VES2
09.04.2019 17:30;262,810625;276,210125
09.04.2019 17:40;387,5111875;220,0237031
09.04.2019 17:50;359,6905938;292,236125
09.04.2019 18:00;455,5986563;460,438875
09.04.2019 18:10;466,6251563;509,0595625
09.04.2019 18:20;441,31575;383,8036563
09.04.2019 18:30;173,7597188;234,7651406
09.04.2019 18:40;170,4060313;217,9419844
09.04.2019 18:50;163,0585156;172,4527656
09.04.2019 19:00;175,8937344;237,9203281
09.04.2019 19:10;274,5732813;236,6548594
09.04.2019 19:20;313,8039688;248,8999063
09.04.2019 19:30;276,8405313;270,9174688
09.04.2019 19:40;246,973875;218,3232656
09.04.2019 19:50;147,9419844;92,44041406
09.04.2019 20:00;98,87141406;85,7693125
09.04.2019 20:10;118,2217031;99,812875
09.04.2019 20:20;144,05725;96,27359375
